"80514","FREN 201A","01","Intermediate French I","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","214","Koos L",""
"80515","FREN 201A","02","Intermediate French I","","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CMBS","214","Koos L",""
"80516","FREN 201A","03","Intermediate French I","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","215","Wellington M",""
"80518","FREN 202A","01","Intermediate French II","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","214","Di Lauro B",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"86956","FREN 202A","02","Intermediate French II","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","214","Di Lauro B",""
"87297","FREN 311","01","Composition","","","Y","WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","211","Di Lauro B",""
"80827","FREN 311","02","Composition","","","Y","WI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","211","Di Lauro B",""
"87873","FREN 319","01","French Cinema","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","211","Powers S",""
"87874","FREN 334","01","Women and Gender in Society","","","Y","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","211","Powers S",""
"87930","FREN 492","01","Individual Study","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Di Lauro B",""
"87702","FSEM 100A1","01","American Idea of Equality","Y","","Y","HN","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","211","Gable E",""
"84529","FSEM 100A3","01","Writing for a Wounded Planet","Y","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","114","Larochelle J",""
"85047","FSEM 100A4","01","Autism Contemp Lit & Film","Y","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","348","Foss C",""
"85048","FSEM 100A4","02","Autism Contemp Lit & Film","Y","","Y","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","348","Foss C",""
"87703","FSEM 100C2","01","Borders, Barrios & Biases","Y","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","HCC","328","Schleef D",""
"87699","FSEM 100D","01","Fr Sem: Mathematics of Chaos","Y","","Y","HN","","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","138","Sumner S",""
"86336","FSEM 100E7","01","Finding Fashion","Y","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","DUPN","211","McCluskey K",""
"86784","FSEM 100F","01","Fren New Wave:Cinema & Society","Y","","Y","","","3","6:00 pm-7:15 pm","TR","Fredericksburg","CMBS","237","Koos L",""
"84362","FSEM 100G4","01","Race and Revolution","Y","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","348","Dasgupta S",""
"85527","FSEM 100G4","02","Race and Revolution","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","348","Dasgupta S",""
"87711","FSEM 100G4","03","Race and Revolution","Y","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","TRIN","138","Vasey C",""
"87700","FSEM 100G4","04","Race and Revolution","Y","","Y","HN","","3","11:00 am-12:15 pm","TR","Fredericksburg","TRIN","138","Sumner S",""
"87701","FSEM 100G5","01","Infographics","Y","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","TRIN","119","Hydorn D",""
"87663","FSEM 100G7","01","Get Happy:Sci.of Positive Psyc","Y","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MERC","131","Liss M",""
"86785","FSEM 100H3","01","Holocaust in German&US Culturs","Y","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","236","Hansen-Glucklich J",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87662","FSEM 100H5","01","The Bad Seed","Y","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MERC","131","Mackintosh V",""
"87162","FSEM 100J2","01","Creating Arts and Ideas","Y","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","MELC","209","Robinson J",""
"87639","FSEM 100J9","01","History of Genocides","Y","","Y","","","3","8:00 am-9:15 am","TR","Fredericksburg","MONR","233","Al-Tikriti N",""
"87633","FSEM 100K1","01","Physics for Future Presidents","Y","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","JEPS","423","Magrakvelidze M",""
"87692","FSEM 100K7","01","Inventions that Rocked World","Y","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","TRIN","B7","Davies S",""
"86853","FSEM 100K8","01","Who Am I This Time?: Pres Self","Y","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","HCC","328","Davis J",""
"86256","FSEM 100K9","01","Past/Pres/Fut Trnds - Commerce","Y","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","WOOD","249","Kinsley K",""
"86257","FSEM 100K9","02","Past/Pres/Fut Trnds - Commerce","Y","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","WOOD","249","Kinsley K",""
"85154","FSEM 100L","01","Cold Case:Theatre Mysteries","Y","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","DUPN","324","Housley H",""
"86271","FSEM 100L1","01","Beatles in the 21st Century","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","LINK","301","Rafferty C",""
"86834","FSEM 100L1","02","Beatles in the 21st Century","Y","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","LINK","301","Rafferty C",""
"87360","FSEM 100L3","01","Jane Austen:Film/Web/Text","Y","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","112","McAllister M",""
"87361","FSEM 100L3","02","Jane Austen:Film/Web/Text","Y","","Y","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","112","McAllister M",""
"85767","FSEM 100L4","01","So You Think You Want/Teacher","Y","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","107B","Irish C",""
"87808","FSEM 100L4","02","So You Think You Want/Teacher","Y","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","TRIN","107B","Coffman T",""
"85565","FSEM 100L6","01","It's Alive!: Horror on Stage","Y","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","DUPN","211","Tenner N",""
"85566","FSEM 100L7","01","Solo Mio: Solo Performance","Y","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","DUPN","324","Brewer C",""
"87689","FSEM 100M1","01","Numbers Rule Your World","Y","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","107B","Anewalt K",""
"87661","FSEM 100M3","01","Comparing Reel to Real:","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MERC","131","Stanley E",""
"87224","FSEM 100M4","01","Game Theory","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","122","Rycroft R",""
"87698","FSEM 100M4","02","Game Theory","Y","","Y","HN","","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","B36","Esunge J",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"85759","FSEM 100M6","01","The Grail Legend","Y","","Y","HN","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","348","Kennedy T",""
"87708","FSEM 100M6","02","The Grail Legend","Y","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","348","Kennedy T",""
"87150","FSEM 100N3","01","Climate Chnge & Energy Resourc","Y","","Y","HN","","3","11:00 am-12:15 pm","TR","Fredericksburg","JEPS","423","Whipkey C",""
"85512","FSEM 100N5","01","Inequality & American Dream","Y","","Y","HN","","3","11:00 am-11:50 am","MWF","Fredericksburg","CLAV","108","Greenlaw S",""
"87707","FSEM 100N7","01","Architecture Now","Y","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MELC","107","Kim S",""
"86851","FSEM 100P1","01","Life Auditing: Fiscal Fitness","Y","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CLAV","102","Humphrey W",""
"86852","FSEM 100P1","02","Life Auditing: Fiscal Fitness","Y","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","25","Hubbard D",""
"87656","FSEM 100P1","03","Life Auditing: Fiscal Fitness","Y","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","25","Hubbard D",""
"86188","FSEM 100P6","01","Sci & Tech:Because We Can Shou","Y","","Y","HN","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","JEPS","425","Wynn A",""
"87139","FSEM 100P6","02","Sci & Tech:Because We Can Shou","Y","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","JEPS","423","Reif R",""
"87380","FSEM 100Q1","01","Booking It","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","HCC","328","Arneson R",""
"87221","FSEM 100Q2","01","The Beauty Difference Gives Us","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","HCC","329","DeLancey J",""
"87121","FSEM 100Q3","01","Leadership/Social Justice","Y","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","WOOD","133","Gower K",""
"87122","FSEM 100Q3","02","Leadership/Social Justice","Y","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","WOOD","133","Gower K",""
"87309","FSEM 100Q4","01","Sinatra's America","Y","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","HCC","328","Kuykendall J",""
"87706","FSEM 100Q7","01","Stuffed & Starved: Geog Food","Y","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MONR","211","Finlayson C",""
"87678","FSEM 100Q8","01","Mechanisms of Storytelling","Y","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","DUPN","321","Benson M",""
"87704","FSEM 100Q9","01","Consuming News: A User's Guide","Y","","Y","HN","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","212","Farnsworth S",""
"87705","FSEM 100R1","01","Endurance Sports","Y","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","112","Davidson J",""
"87670","FSEM 100R2","01","The Addicted World","Y","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","JEPS","425","Waters R",""
"87712","FSEM 100R3","01","Plants & Literature: Thinking","Y","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","B39","Reno M",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87713","FSEM 100R3","02","Plants & Literature: Thinking","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","B39","Reno M",""
"87640","FSEM 100R4","01","Forbidden Texts","Y","","Y","HN","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","233","Al-Tikriti N",""
"87849","FSEM 100R5","01","Multilingual Community","Y","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","236","Campos Dintrans G",""
"87848","FSEM 100R6","01","Communities of Engagement","Y","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","236","Lewis E",""
"87847","FSEM 100R7","01","Art & Science of Human Caring","Y","","Y","","","3","8:00 am-9:15 am","TR","Fredericksburg","JEPS","425","Atarthi-Dugan J",""
"86660","FSEM 100UU","01","See the USA! Hist of Road Trip","Y","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","25","Henry C",""
"87709","FSEM 100X","01","Dracula from Page to Screen","Y","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","348","Barrenechea A",""
"87710","FSEM 100X","02","Dracula from Page to Screen","Y","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","348","Barrenechea A",""
"80152","GEOG 101","01","World Regional Geography","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MONR","346","Finlayson C",""
"81461","GEOG 102","01","Intro to Human Geography","","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","MONR","346","Rouhani F",""
"87755","GEOG 102","02","Intro to Human Geography","","","","","","3","6:00 pm-8:45 pm","T","Fredericksburg","MONR","240","Staff A",""
"81465","GEOG 110","01","Weather&Climate w/lab","","","","","","4","2:00 pm-3:50 pm11:00 am-11:50 am","WMWF","Fredericksburg","MONRMONR","319240","Nicholas J",""
"81466","GEOG 110","02","Weather&Climate w/lab","","","","","","4","11:00 am-11:50 am9:00 am-10:50 am","MWFR","Fredericksburg","MONRMONR","240319","Nicholas J",""
"81469","GEOG 110","03","Weather&Climate w/lab","","","","","","4","12:00 pm-1:50 pm9:00 am-9:50 am","WMWF","Fredericksburg","MONRMONR","319240","Gallagher J",""
"81467","GEOG 110","04","Weather&Climate w/lab","","","","","","4","1:00 pm-2:50 pm9:00 am-9:50 am","RMWF","Fredericksburg","MONRMONR","319240","Gallagher J",""
"87756","GEOG 221A","01","Geog Eastern North America","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MONR","240","Bowen D",""
"87757","GEOG 221A","02","Geog Eastern North America","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MONR","240","Bowen D",""
"82929","GEOG 231","01","Intro to Planning","","","","","","3","7:00 pm-9:45 pm","M","Fredericksburg","MONR","240","Stanley D",""
"87758","GEOG 236","01","Globalization & Local Developm","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","240","Staff A",""
"87892","GEOG 237","01","Cities","","","","","","3","TBA","TBA","Fredericksburg","ON","LINE","Patterson M",""
"87759","GEOG 327","01","Climate Change","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","112","Nicholas J",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87760","GEOG 332","01","Migration Politics Glblza Wrld","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","240","Rouhani F",""
"82869","GEOG 339A","01","Geography & Development","Y","","","HN,WI","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","211","Bowen D",""
"82532","GEOG 340B","01","Rem Sen & Air Phot Int, w/lab","","","Y","","","4","6:00 pm-9:30 pm","W","Fredericksburg","MONR","320","DeWitt J",""
"82870","GEOG 351A","01","Spatial Anal w/Geog Info Sys","","","Y","","","4","6:00 pm-9:30 pm","M","Fredericksburg","MONR","320","Rizzo B","View"
"84048","GEOG 351A","02","Spatial Anal w/Geog Info Sys","","","Y","","","4","1:31 pm-3:00 pm12:30 pm-1:30 pm","RTR","Fredericksburg","MONRMONR","114114","Millones Mayer M","View"
"87886","GEOG 365A","01","Geographies of Children","Y","","","CE","","4","10:00 am-10:50 am8:00 am-11:50 am","MWF","Fredericksburg","MONRMONR","112319","Patterson M",""
"87762","GEOG 410DD","01","Geography of Europe","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","240","Staff A",""
"87763","GEOG 490E","01","Sem: Geog & Social Justice","Y","","","SI,WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","112","Rouhani F",""
"87764","GEOG 490S","01","Sem: Nunavut: Cult & Env","Y","","","SI,WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","211","Bowen D",""
"87765","GEOG 490X","01","Sem: Suburbs","Y","","","SI,WI","","3","2:00 pm-3:15 pm","MW","Fredericksburg","MONR","211","Patterson M",""
"87933","GEOG 491A","01","Individual St Geog","Y","","","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Finlayson C",""
"80520","GERM 101","01","Beginning German I","","","","","","3","6:00 pm-7:15 pm","MW","Fredericksburg","CMBS","111","Staff A",""
"80521","GERM 101","02","Beginning German I","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","001","Hansen-Glucklich J",""
"80522","GERM 201A","01","Intermediate German I","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","214","Rotter M",""
"80523","GERM 201A","02","Intermediate German I","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","214","Rotter M",""
"87871","GERM 302","01","Oral Communication","","","Y","","","4","10:00 am-10:50 am9:30 am-10:20 am","MWFT","Fredericksburg","CMBSCMBS","236236","Hansen-Glucklich J",""
"87872","GERM 330","01","Methods Sem: Analyzing Text","","","","","","4","12:30 pm-1:20 pm12:00 pm-12:50 pm","TMWF","Fredericksburg","CMBSCMBS","236236","Rotter M",""
"81852","GISC 200","01","Introduction to GIS","","","","","","4","6:00 pm-9:30 pm","T","Fredericksburg","TRIN","B12","Roberson J",""
"87189","GISC 200","02","Introduction to GIS","","","","","","4","6:00 pm-9:30 pm","R","Fredericksburg","JEPS","358","Staff A",""
"84047","GISC 351","01","Spat Anlys, Data Mod, Modeling","","","Y","","","4","6:00 pm-9:30 pm","M","Fredericksburg","MONR","320","Rizzo B","View"
"82517","GISC 351","02","Spat Anlys, Data Mod, Modeling","","","Y","","","4","1:31 pm-3:00 pm12:30 pm-1:30 pm","RTR","Fredericksburg","MONRMONR","114114","Millones Mayer M","View"
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"83353","GISC 450","01","GIS Programming","","","Y","","Y","4","6:00 pm-9:30 pm","T","Fredericksburg","MONR","320","Rizzo B","View"
"87766","GISC 471D","01","GIS & Human Induced Landscapes","","","Y","","","4","6:00 pm-9:30 pm","W","Fredericksburg","JEPS","358","Millones Mayer M","View"
"87190","GISC 482","01","Web GIS:Concepts & Application","","","Y","","","4","6:00 pm-9:30 pm","R","Fredericksburg","MONR","114","Yin P",""
"82913","GREK 101","01","Elementary Greek","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","138","Pitts A",""
"80329","GREK 201","01","Intermediate Greek","","","Y","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","TRIN","243","Ambuel D",""
"80001","HEED 100A","01","Contemporary Health Issues","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","GOOL","205","Anderson JStaff A",""
"87141","HISP 100","01","Intro to Historic Preservation","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","237","Spencer M",""
"87142","HISP 100","02","Intro to Historic Preservation","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","237","Henry C",""
"87143","HISP 100","03","Intro to Historic Preservation","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","237","McMillan L",""
"87144","HISP 105","01","The American Built Environment","","","","HN","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","237","Smith A",""
"80256","HISP 200","01","Intro to Museum Studies","Y","","","WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","237","Turdean C",""
"81858","HISP 200","02","Intro to Museum Studies","Y","","","WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","237","Turdean C",""
"80258","HISP 205","01","Documentation and Field Work","Y","","Y","","","3","2:00 pm-4:45 pm","T","Fredericksburg","CMBS","011","Henry C",""
"87657","HISP 205","02","Documentation and Field Work","Y","","Y","","","3","2:00 pm-4:45 pm","R","Fredericksburg","CMBS","011","Spencer M",""
"87913","HISP 205","03","Documentation and Field Work","Y","","Y","","","3","2:00 pm-4:45 pm","W","Fredericksburg","CMBS","011","Henry C",""
"87658","HISP 208","01","Intro to Conservation","","","","","","3","6:00 pm-8:45 pm","R","Fredericksburg","CMBS","12","Staff A",""
"80263","HISP 320","01","Material Culture","","","Y","SI","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","237","Turdean C",""
"80245","HISP 405C","01","Adv Methods Historic Preservat","","","Y","WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","9","Smith A",""
"80246","HISP 405C","02","Adv Methods Historic Preservat","","","Y","WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","9","Smith A",""
"87145","HISP 461A","01","Lab in Building Forensics","","","Y","","","3","2:00 pm-3:15 pm","MW","Fredericksburg","CMBS","9","Spencer M",""
"80248","HISP 462A","01","Lab Methods in Archaeology","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","12","McMillan L",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87659","HISP 471A8","01","Artifact Analysis","Y","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CMBS","12","McMillan L",""
"87660","HISP 471GG","01","Graves & Burial Grounds","Y","","Y","","","3","1:00 pm-3:45 pm","F","Fredericksburg","CMBS","25","Smith A",""
"87918","HISP 491","01","Individual Study","Y","","","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Smith A",""
"87935","HISP 499","01","Internship","Y","","Y","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Turdean C",""
"86754","HIST 121","01","Western Civ I","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","111","Burns W",""
"84978","HIST 121","02","Western Civ I","","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","MONR","110","Burns W",""
"80492","HIST 122","01","Western Civ II","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","116","Harris S",""
"80494","HIST 131","01","American History to 1865","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","210","Llewellyn S",""
"80495","HIST 131","02","American History to 1865","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MONR","111","Llewellyn S",""
"86275","HIST 131","03","American History to 1865","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MONR","111","Sellers J",""
"87641","HIST 131","04","American History to 1865","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","MONR","111","Sellers J",""
"86363","HIST 132","01","Am Hist Since 1865","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MONR","116","Devlin E",""
"80502","HIST 141","01","Asian Civiliztn I","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","346","Fernsebner S",""
"84404","HIST 297","01","History Colloquium","","","Y","SI,WI","","3","9:00 am-9:50 am","MWF","Fredericksburg","MONR","233","Fernsebner S",""
"84405","HIST 297","02","History Colloquium","","","Y","SI,WI","","3","11:00 am-11:50 am","MWF","Fredericksburg","MONR","233","Sellers J",""
"86418","HIST 297","04","History Colloquium","","","Y","SI,WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","233","Harris S",""
"84983","HIST 298","01","History Practicum","","","Y","SI,WI","","3","11:00 am-11:50 am","MWF","Fredericksburg","MONR","211","Ferrell C",""
"87270","HIST 298","02","History Practicum","","","Y","SI,WI","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MONR","211","Ferrell C",""
"87642","HIST 300B9","01","Empire, Race, and Gender","","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","MONR","111","Richardson D",""
"87643","HIST 300C1","01","History of Higher Education","","","","","","3","6:00 pm-7:15 pm","TR","Fredericksburg","MONR","210","Staff A",""
"87644","HIST 300C2","01","History of India","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","111","Richardson D",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87645","HIST 307","01","Native American History","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","210","Sellers J",""
"87646","HIST 313","01","African Am History thru 1865","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","111","Richardson D",""
"87647","HIST 325","01","American Technology & Culture","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","HCC","329","McClurken J",""
"87648","HIST 334","01","Early Modern European Women","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","210","Poska A",""
"87649","HIST 337","01","Medieval Islamic Civilization","","","","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","210","Al-Tikriti N",""
"86763","HIST 361","01","Hist of Latin America I","","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","MONR","210","Poska A",""
"87650","HIST 366","01","History of China II","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MONR","111","Fernsebner S",""
"86287","HIST 371","01","European Diplomatic History","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","MONR","210","Blakemore P",""
"87651","HIST 377A","01","The Second World War 1939-1945","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MONR","210","Blakemore P",""
"87652","HIST 419","01","Great War in the Middle East","","","Y","","Y","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","233","Al-Tikriti N",""
"87653","HIST 421","01","Nazi Germany","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","233","Blakemore P",""
"87654","HIST 449","01","American Immigrant Experience","","","Y","SI","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MONR","233","Moon K",""
"87655","HIST 468","01","History of Stalinism","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","MONR","233","Harris S",""
"87904","HIST 485","01","Historical Research","Y","","Y","WI","","3","TBA","TBA","Fredericksburg","TBA","TBA","Moon K",""
"87919","HIST 485","02","Historical Research","Y","","Y","WI","","3","TBA","TBA","Fredericksburg","TBA","TBA","Blakemore P",""
"87920","HIST 485","03","Historical Research","Y","","Y","WI","","3","TBA","TBA","Fredericksburg","TBA","TBA","Sellers J",""
"87921","HIST 485","04","Historical Research","Y","","Y","WI","","3","TBA","TBA","Fredericksburg","TBA","TBA","Harris S",""
"87937","HIST 485","05","Historical Research","Y","","Y","WI","","3","TBA","TBA","Fredericksburg","TBA","TBA","Devlin E",""
"87944","HIST 491","01","Individual Study","Y","","","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Moon K",""
"86113","HONR 201","01","Honors Service Learning","","","","CE","","1","10:00 am-10:50 am","M","Fredericksburg","HCC","TBA","Slunt K",""
"86114","HONR 201","02","Honors Service Learning","","","","CE","","1","11:00 am-11:50 am","T","Fredericksburg","HCC","TBA","Slunt K",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"86115","HONR 201","03","Honors Service Learning","","","","CE","","1","12:30 pm-1:30 pm","T","Fredericksburg","HCC","TBA","Slunt K",""
"86116","HONR 201","04","Honors Service Learning","","","","CE","","1","1:00 pm-1:50 pm","F","Fredericksburg","HCC","TBA","Slunt K",""
"87946","HONR 491","01","Honors Individual Study","Y","","","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Reif R",""
"86896","HSCI 120","01","Med Terminology for Hlth Profl","Y","","","","","3","TBA","TBA","Fredericksburg","ON","LINE","McCullough P",""
"87288","IDIS 130","02","Intro to Sports Management","","","","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","GOOL","205","Wood RRiser W",""
"87721","IDIS 130","03","Intro to Sports Management","","","","","Y","3","10:00 am-10:50 am","MWF","Fredericksburg","GOOL","205","Delaney AMoore C",""
"86890","IDIS 191","01","Liberal Arts and World of Work","","","","","","1","9:00 am-9:50 am","W","Fredericksburg","WOOD","149","Cordray A",""
"86892","IDIS 193","01","Pers Development/Life & Career","","","","","","1","2:00 pm-2:50 pm","W","Fredericksburg","WOOD","149","Hightower B",""
"86893","IDIS 193","02","Pers Development/Life & Career","","","","","","1","1:00 pm-1:50 pm","W","Fredericksburg","WOOD","149","Becelia M",""
